groimp_day,date,groimp_lai_3d,groimp_light_interception,groimp_intercepted_par,layer_light_0,layer_light_1,layer_light_2,layer_light_3,layer_light_4,layer_lai_0,layer_lai_1,layer_lai_2,layer_lai_3,layer_lai_4,groimp_plant_height,groimp_n_leaves,groimp_n_active_leaves,sun_photo,shade_photo,total_photo,tmax,tmin,irradiation,rain,tdew,tavg,rh_avg,daylight_sec,sunshine_sec,water_stress,soil_water
102,2025-08-07,3.555998,0.919990,9.9712,0.2262,0.2241,0.2373,0.1884,0.1241,0.0377,0.0432,0.0584,0.0218,0.0157,84.58,27,27,20.52,21.77,42.28,37.2,19.7,22.6,0.0,15.4,27.7,0.470,50213,35785,0.00,93
103,2025-08-08,3.536294,0.918872,9.2314,0.2275,0.2255,0.2387,0.1880,0.1202,0.0376,0.0431,0.0583,0.0215,0.0148,84.58,27,27,20.21,21.54,41.75,35.2,20.8,20.9,0.0,14.5,27.6,0.446,50076,35573,0.00,88
104,2025-08-09,3.505466,0.917093,8.5268,0.2291,0.2269,0.2401,0.1876,0.1163,0.0374,0.0429,0.0579,0.0211,0.0138,84.58,27,25,18.17,19.45,37.62,35.0,22.1,19.4,0.0,14.3,28.2,0.425,49939,35600,0.00,83
105,2025-08-10,3.461715,0.914499,6.4176,0.2307,0.2284,0.2415,0.1868,0.1126,0.0370,0.0425,0.0574,0.0204,0.0127,84.58,27,24,13.01,14.64,27.64,36.3,23.1,14.6,0.0,16.3,29.4,0.451,49788,35153,0.00,79
106,2025-08-11,3.399963,0.910697,3.7550,0.2322,0.2296,0.2431,0.1866,0.1085,0.0367,0.0420,0.0568,0.0196,0.0117,84.58,27,24,7.84,9.51,17.35,30.3,20.2,8.6,0.0,11.8,25.9,0.413,49650,25705,0.00,77
107,2025-08-12,3.336025,0.906581,7.2410,0.2343,0.2318,0.2440,0.1858,0.1042,0.0363,0.0416,0.0562,0.0189,0.0107,84.58,27,24,12.34,12.93,25.27,30.9,16.8,16.6,0.0,14.7,22.7,0.606,49510,34677,0.00,73
108,2025-08-13,3.270988,0.902196,6.9678,0.2370,0.2342,0.2466,0.1849,0.0974,0.0358,0.0411,0.0555,0.0178,0.0097,84.58,27,23,13.03,13.42,26.46,31.7,18.1,16.1,0.0,14.3,24.4,0.532,49369,33469,0.00,69
109,2025-08-14,3.199378,0.897128,5.3225,0.2392,0.2364,0.2485,0.1813,0.0946,0.0355,0.0407,0.0550,0.0168,0.0088,84.58,27,23,6.85,7.31,14.15,22.9,18.0,12.4,2.3,15.0,19.7,0.741,49227,17052,0.00,70
110,2025-08-15,3.134693,0.892322,9.9497,0.2408,0.2387,0.2514,0.1773,0.0918,0.0352,0.0404,0.0546,0.0159,0.0078,84.58,27,23,13.84,12.30,26.13,28.5,16.5,23.2,0.0,15.7,21.6,0.693,49101,35302,0.00,65
111,2025-08-16,3.078811,0.887987,7.5273,0.2434,0.2407,0.2542,0.1724,0.0892,0.0358,0.0410,0.0548,0.0153,0.0071,84.58,27,22,12.00,11.14,23.14,29.9,15.8,17.7,0.0,13.9,22.5,0.583,48955,35100,0.00,61
112,2025-08-17,3.080741,0.888140,8.0231,0.2456,0.2434,0.2539,0.1687,0.0884,0.0361,0.0414,0.0547,0.0146,0.0063,84.58,27,22,12.37,10.89,23.26,29.1,15.9,18.8,4.0,14.4,22.2,0.615,48808,35132,0.00,61
113,2025-08-18,3.061618,0.886618,7.7625,0.2497,0.2473,0.2546,0.1629,0.0856,0.0363,0.0416,0.0543,0.0138,0.0054,84.58,27,22,12.69,10.80,23.49,29.5,16.2,18.2,0.0,13.1,22.9,0.539,48659,35100,0.00,102
114,2025-08-19,3.028440,0.883929,8.0487,0.2524,0.2501,0.2535,0.1584,0.0856,0.0364,0.0417,0.0532,0.0130,0.0047,84.58,27,21,13.50,10.83,24.33,30.0,16.2,19.0,0.0,12.8,22.7,0.536,48510,35100,0.00,98
115,2025-08-20,2.979332,0.879830,3.7291,0.2546,0.2531,0.2513,0.1537,0.0873,0.0364,0.0417,0.0519,0.0121,0.0041,84.58,27,21,6.77,6.07,12.84,25.6,19.1,8.8,0.0,13.2,21.9,0.579,48359,11923,0.00,97
116,2025-08-21,2.925626,0.875180,6.4693,0.2625,0.2616,0.2509,0.1491,0.0760,0.0363,0.0416,0.0506,0.0112,0.0031,84.58,25,21,11.60,8.72,20.32,28.3,17.4,15.4,2.0,14.6,21.8,0.635,48208,35100,0.00,96
117,2025-08-22,2.855462,0.868830,7.4775,0.2725,0.2712,0.2533,0.1468,0.0562,0.0362,0.0415,0.0488,0.0104,0.0021,84.58,24,20,12.62,8.49,21.11,30.1,14.5,17.9,0.0,14.1,22.1,0.605,48056,35080,0.00,92
118,2025-08-23,2.777794,0.861421,7.5709,0.2759,0.2747,0.2485,0.1440,0.0569,0.0361,0.0414,0.0470,0.0095,0.0018,84.58,24,20,15.01,9.45,24.46,32.7,15.3,18.3,0.0,14.4,23.6,0.564,47904,35038,0.00,88
119,2025-08-24,2.715250,0.855148,7.7702,0.2792,0.2786,0.2440,0.1409,0.0573,0.0359,0.0412,0.0452,0.0086,0.0015,84.58,24,20,16.70,9.80,26.50,33.0,17.0,18.9,0.0,13.9,24.3,0.523,47751,35029,0.00,84
120,2025-08-25,2.648408,0.848389,7.7210,0.2892,0.2893,0.2434,0.1407,0.0376,0.0357,0.0410,0.0428,0.0077,0.0008,84.58,23,19,18.66,10.01,28.67,35.7,16.8,19.0,0.0,13.2,25.6,0.463,47598,34949,0.00,79
121,2025-08-26,2.558350,0.838835,7.6663,0.2932,0.2927,0.2359,0.1386,0.0395,0.0363,0.0416,0.0412,0.0070,0.0006,84.58,23,19,20.17,9.96,30.13,35.9,18.1,19.0,0.0,14.6,25.3,0.515,47444,34906,0.00,75
122,2025-08-27,2.536695,0.836786,7.6837,0.2971,0.2970,0.2299,0.1371,0.0389,0.0367,0.0421,0.0394,0.0062,0.0006,84.58,23,19,19.43,8.81,28.23,35.5,16.8,19.1,0.0,11.2,25.6,0.404,47290,34862,0.00,70
123,2025-08-28,2.498863,0.832789,7.6870,0.3138,0.3146,0.2329,0.1388,0.0000,0.0369,0.0417,0.0373,0.0054,0.0000,84.58,22,17,14.72,6.06,20.78,29.5,15.2,19.2,0.0,4.9,23.2,0.306,47136,34819,0.00,66
124,2025-08-29,2.423578,0.824038,7.2621,0.3166,0.3144,0.2245,0.1445,0.0000,0.0370,0.0412,0.0351,0.0047,0.0000,84.58,22,17,14.53,5.57,20.10,27.5,17.6,18.4,0.0,8.2,22.5,0.399,46983,34776,0.00,64
125,2025-08-30,2.359717,0.816306,7.4016,0.3212,0.3166,0.2152,0.1469,0.0000,0.0371,0.0407,0.0329,0.0041,0.0000,84.58,22,17,15.77,5.50,21.27,30.6,15.9,18.9,0.0,9.1,22.8,0.418,46829,34699,0.00,60
126,2025-08-31,2.293641,0.807902,7.1548,0.3468,0.3411,0.2213,0.0908,0.0000,0.0366,0.0390,0.0302,0.0028,0.0000,84.58,21,15,13.84,4.23,18.07,26.9,16.8,18.5,0.0,6.3,22.2,0.356,46676,34585,0.00,102
127,2025-09-01,2.170993,0.790753,6.9877,0.3507,0.3381,0.2174,0.0938,0.0000,0.0362,0.0374,0.0277,0.0023,0.0000,84.58,21,15,13.05,3.70,16.75,28.2,14.9,18.4,0.0,8.1,21.0,0.436,46522,34469,0.00,99
128,2025-09-02,2.072201,0.775883,6.1115,0.3561,0.3341,0.2149,0.0949,0.0000,0.0359,0.0359,0.0252,0.0020,0.0000,84.58,21,15,13.64,3.62,17.26,30.6,15.4,16.4,0.0,10.1,21.7,0.476,46367,34353,0.00,97
129,2025-09-03,1.978301,0.760745,6.6167,0.3633,0.3340,0.2134,0.0894,0.0000,0.0356,0.0345,0.0227,0.0009,0.0000,84.58,20,14,14.35,3.38,17.74,30.3,15.9,18.1,0.0,12.2,22.7,0.516,46210,34188,0.00,94
130,2025-09-04,1.874345,0.742663,6.4059,0.3663,0.3270,0.2125,0.0942,0.0000,0.0353,0.0326,0.0204,0.0008,0.0000,84.58,20,14,14.04,3.07,17.10,30.9,15.7,18.0,0.0,12.2,22.5,0.521,46053,34119,0.00,90
131,2025-09-05,1.782307,0.725523,6.1884,0.3723,0.3215,0.2117,0.0945,0.0000,0.0351,0.0308,0.0181,0.0008,0.0000,84.58,20,14,14.17,2.83,17.01,32.3,15.4,17.8,0.0,12.2,23.2,0.500,45896,33850,0.00,87
132,2025-09-06,1.695074,0.708193,5.9998,0.4141,0.3462,0.2397,0.0000,0.0000,0.0349,0.0290,0.0158,0.0000,0.0000,84.58,19,12,13.64,2.41,16.05,31.7,14.7,17.6,0.0,7.7,23.7,0.359,45737,33749,0.00,84
133,2025-09-07,1.593439,0.686441,5.7958,0.4221,0.3364,0.2415,0.0000,0.0000,0.0350,0.0279,0.0144,0.0000,0.0000,84.58,19,12,13.20,2.15,15.35,30.4,15.7,17.6,0.0,9.2,22.9,0.416,45578,33578,0.00,81
134,2025-09-08,1.544507,0.675667,5.6626,0.4286,0.3297,0.2416,0.0000,0.0000,0.0346,0.0263,0.0128,0.0000,0.0000,84.58,19,12,12.38,1.87,14.25,31.0,14.5,17.5,0.0,9.5,22.7,0.432,45419,33180,0.00,79
135,2025-09-09,1.474849,0.659375,5.4849,0.4481,0.3347,0.2172,0.0000,0.0000,0.0343,0.0248,0.0113,0.0000,0.0000,84.58,19,10,12.05,1.54,13.59,31.5,13.8,17.3,0.0,10.4,22.4,0.467,45259,32783,0.00,76
136,2025-09-10,1.406329,0.642504,5.3045,0.4534,0.3247,0.2219,0.0000,0.0000,0.0335,0.0232,0.0104,0.0000,0.0000,84.58,19,10,12.41,1.54,13.94,32.9,14.1,17.2,0.0,10.5,23.3,0.445,45099,32387,0.00,73
137,2025-09-11,1.341899,0.625857,5.0649,0.4564,0.3155,0.2281,0.0000,0.0000,0.0325,0.0216,0.0095,0.0000,0.0000,84.58,19,10,9.74,1.17,10.91,28.5,14.7,16.9,0.0,6.1,22.2,0.353,44938,32218,0.00,71
138,2025-09-12,1.271710,0.606718,3.8820,0.4629,0.3131,0.2240,0.0000,0.0000,0.0316,0.0200,0.0086,0.0000,0.0000,84.58,19,8,6.63,0.76,7.38,25.2,14.5,13.3,0.0,5.9,20.1,0.396,44778,31823,0.00,69
139,2025-09-13,1.202817,0.586922,3.9131,0.4645,0.3075,0.2280,0.0000,0.0000,0.0305,0.0184,0.0081,0.0000,0.0000,84.58,19,8,6.94,0.79,7.73,25.0,15.9,13.9,0.0,5.6,19.6,0.400,44617,28771,0.00,68
140,2025-09-14,1.140008,0.567997,4.1632,0.4600,0.3091,0.2309,0.0000,0.0000,0.0294,0.0168,0.0076,0.0000,0.0000,84.58,19,8,5.21,0.59,5.80,25.9,10.8,15.3,0.0,6.9,17.5,0.498,44457,25732,0.00,66
141,2025-09-15,1.076616,0.547941,3.4691,0.4655,0.3186,0.2159,0.0000,0.0000,0.0283,0.0152,0.0072,0.0000,0.0000,84.58,19,8,6.62,0.72,7.34,26.3,16.2,13.2,0.2,8.0,20.2,0.452,44297,31321,0.00,65
142,2025-09-16,1.013665,0.527037,3.9186,0.4605,0.3205,0.2189,0.0000,0.0000,0.0270,0.0137,0.0073,0.0000,0.0000,84.58,19,6,5.96,0.71,6.67,26.5,13.7,15.5,0.0,8.5,19.1,0.503,44137,31154,0.00,63
